Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Grant - HealthRhythms,https://www.crunchbase.com/funding_round/healthrhythms-grant--a3777845,HealthRhythms,https://www.crunchbase.com/organization/healthrhythms,Grant,2100000,USD,2100000,2017-09-21,"Health Care, Mobile, Sensor","Cambridge, Massachusetts, United States, North America",Less than $1M,1,
Seed Round - Adeo Health Science,https://www.crunchbase.com/funding_round/adeo-health-science-seed--43db43b8,Adeo Health Science,https://www.crunchbase.com/organization/adeo-health-science,Seed,3078553,USD,3078553,2017-09-22,"Biotechnology, Health Care, Organic Food","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - BrainSpec,https://www.crunchbase.com/funding_round/brainspec-seed--317c3c0f,BrainSpec,https://www.crunchbase.com/organization/brainspec,Seed,1726110,USD,1726110,2017-09-25,"Biotechnology, Health Care, Software","Boston, Massachusetts, United States, North America",Less than $1M,5,Seed
Series C - Alcresta,https://www.crunchbase.com/funding_round/alcresta-series-c--b5b5f2f3,Alcresta,https://www.crunchbase.com/organization/alcresta,Series C,60000000,USD,60000000,2017-09-25,"Biotechnology, Health Care, Medical Device","Newton, Massachusetts, United States, North America",,5,
Venture Round - Caresyntax,https://www.crunchbase.com/funding_round/caresyntax-series-unknown--b9024dc3,Caresyntax,https://www.crunchbase.com/organization/caresyntax,Venture - Series Unknown,11900000,USD,11900000,2017-09-26,"Health Care, Hospital, Information Technology, Medical, Software","Boston, Massachusetts, United States, North America",$10M to $50M,4,M&A
Series B - Devo,https://www.crunchbase.com/funding_round/logtrust-s-l-series-b--5145a5ab,Devo,https://www.crunchbase.com/organization/logtrust-s-l,Series B,35000000,USD,35000000,2017-09-27,"Analytics, Cloud Data Services, Data Visualization, Enterprise Software, Information Technology, Internet of Things","Burlington, Massachusetts, United States, North America",$10M to $50M,3,Late Stage Venture
Seed Round - Spiro.AI,https://www.crunchbase.com/funding_round/spiro-technologies-inc-seed--4281d6c9,Spiro.AI,https://www.crunchbase.com/organization/spiro-technologies-inc,Seed,3000000,USD,3000000,2017-09-28,"CRM, Direct Sales, Information Technology, Sales, Sales Automation, Software","Boston, Massachusetts, United States, North America",$1M to $10M,4,Seed
Series A - Silk Therapeutics,https://www.crunchbase.com/funding_round/silk-therapeutics-series-a--cc02e848,Silk Therapeutics,https://www.crunchbase.com/organization/silk-therapeutics,Series A,11000000,USD,11000000,2017-09-28,"Beauty, Biopharma, Fashion, Health Care, Manufacturing, Pharmaceutical, Therapeutics","Medford, Massachusetts, United States, North America",$1M to $10M,5,Early Stage Venture
Private Equity Round - Access Information Management,https://www.crunchbase.com/funding_round/access-information-management-private-equity--180afd45,Access Information Management,https://www.crunchbase.com/organization/access-information-management,Private Equity,,,,2017-09-29,"Enterprise Software, Information Services, Information Technology, Software","Woburn, Massachusetts, United States, North America",$100M to $500M,2,Private Equity
Private Equity Round - Adult & Pediatric Dermatology,https://www.crunchbase.com/funding_round/adult-pediatric-dermatology-private-equity--7fd5a377,Adult & Pediatric Dermatology,https://www.crunchbase.com/organization/adult-pediatric-dermatology,Private Equity,,,,2017-10-03,"Health Care, Medical Device","Concord, Massachusetts, United States, North America",$1M to $10M,1,Private Equity
Series A - Palleon Pharmaceuticals,https://www.crunchbase.com/funding_round/palleon-pharma-series-a--11eb55da,Palleon Pharmaceuticals,https://www.crunchbase.com/organization/palleon-pharma,Series A,47600000,USD,47600000,2017-10-04,"Biotechnology, Health Care, Pharmaceutical","Waltham, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Venture Round - Groups Recover Together,https://www.crunchbase.com/funding_round/groups-series-unknown--d2d5f174,Groups Recover Together,https://www.crunchbase.com/organization/groups,Venture - Series Unknown,,,,2017-10-06,"Health Care, Medical, Therapeutics, Wellness","Woburn, Massachusetts, United States, North America",$1M to $10M,3,
Venture Round - Vestmark,https://www.crunchbase.com/funding_round/vestmark-series-unknown--cbf2e64e,Vestmark,https://www.crunchbase.com/organization/vestmark,Venture - Series Unknown,11650009,USD,11650009,2017-10-10,"Enterprise Software, Financial Services, Information Technology, SaaS, Software, Trading Platform","Wakefield, Massachusetts, United States, North America",$10M to $50M,3,
Initial Coin Offering - Airfox,https://www.crunchbase.com/funding_round/airfox-initial-coin-offering--e3d996c1,Airfox,https://www.crunchbase.com/organization/airfox,Initial Coin Offering,15000000,USD,15000000,2017-10-10,"Banking, Cryptocurrency, Financial Services, FinTech, Mobile, Wireless","Boston, Massachusetts, United States, North America",$1M to $10M,4,Early Stage Venture
Venture Round - Ribon Therapeutics,https://www.crunchbase.com/funding_round/ribon-therapeutics-series-unknown--da6b20ae,Ribon Therapeutics,https://www.crunchbase.com/organization/ribon-therapeutics,Venture - Series Unknown,20000001,USD,20000001,2017-10-10,"Biotechnology, Health Care, Medical Device, Therapeutics","Lexington, Massachusetts, United States, North America",Less than $1M,3,Early Stage Venture
Convertible Note - Mightier,https://www.crunchbase.com/funding_round/mightier-convertible-note--ff3b2277,Mightier,https://www.crunchbase.com/organization/mightier,Convertible Note,,,,2017-10-11,"Gaming, Health Care, Video Games","Boston, Massachusetts, United States, North America",$1M to $10M,5,
Secondary Market - PillPack,https://www.crunchbase.com/funding_round/pillpack-secondary-market--ba214b6a,PillPack,https://www.crunchbase.com/organization/pillpack,Secondary Market,,,,2017-10-11,"Health Care, Hospital, Internet, Pharmaceutical","Boston, Massachusetts, United States, North America",,6,M&A
Series D - XL Hybrids,https://www.crunchbase.com/funding_round/xl-hybrids-series-d--41a9584f,XL Hybrids,https://www.crunchbase.com/organization/xl-hybrids,Series D,22000000,USD,22000000,2017-10-12,"Automotive, Clean Energy, CleanTech, Electronics, Fuel, Information Technology, Software","Boston, Massachusetts, United States, North America",$10M to $50M,7,Late Stage Venture
Venture Round - Thermedical,https://www.crunchbase.com/funding_round/thermedical-series-unknown--781bf960,Thermedical,https://www.crunchbase.com/organization/thermedical,Venture - Series Unknown,2250000,USD,2250000,2017-10-12,"Biotechnology, Health Care, Medical Device","Waltham, Massachusetts, United States, North America",$1M to $10M,5,
Venture Round - meQuilibrium,https://www.crunchbase.com/funding_round/mequilibrium-series-unknown--eed2349f,meQuilibrium,https://www.crunchbase.com/organization/mequilibrium,Venture - Series Unknown,8201861,USD,8201861,2017-10-16,"Health Care, Health Diagnostics, Internet","Boston, Massachusetts, United States, North America",$10M to $50M,5,Late Stage Venture
Seed Round - Etiometry Inc,https://www.crunchbase.com/funding_round/etiometry-llc-seed--f666cadc,Etiometry Inc,https://www.crunchbase.com/organization/etiometry-llc,Seed,500000,USD,500000,2017-10-16,Health Care,"Boston, Massachusetts, United States, North America",$1M to $10M,1,Seed
Venture Round - Cydan,https://www.crunchbase.com/funding_round/cydan-series-unknown--8aa4534f,Cydan,https://www.crunchbase.com/organization/cydan,Venture - Series Unknown,34000000,USD,34000000,2017-10-17,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States, North America",$1M to $10M,3,
Venture Round - SeaStreet,https://www.crunchbase.com/funding_round/seastreet-series-unknown--4231d507,SeaStreet,https://www.crunchbase.com/organization/seastreet,Venture - Series Unknown,4459731,USD,4459731,2017-10-19,"Information Technology, Software","Wakefield, Massachusetts, United States, North America",Less than $1M,1,
Seed Round - Uprise Partners,https://www.crunchbase.com/funding_round/uprise-partners-seed--91b8f982,Uprise Partners,https://www.crunchbase.com/organization/uprise-partners,Seed,,,,2017-10-19,"Big Data, Brand Marketing, Consulting, Data Center Automation, Digital Marketing, Information Technology, Marketing Automation","Boston, Massachusetts, United States, North America",,1,Seed
Venture Round - Bloom Impact,https://www.crunchbase.com/funding_round/bloom-impact-series-unknown--2df91015,Bloom Impact,https://www.crunchbase.com/organization/bloom-impact,Venture - Series Unknown,,,,2017-10-20,"Emerging Markets, Financial Services, FinTech, Social Entrepreneurship","Boston, Massachusetts, United States, North America",Less than $1M,1,
Series A - Devoted Health,https://www.crunchbase.com/funding_round/devoted-health-series-a--14374be8,Devoted Health,https://www.crunchbase.com/organization/devoted-health,Series A,62000000,USD,62000000,2017-10-20,"Elder Care, Elderly, Health Care, Hospital","Waltham, Massachusetts, United States, North America",,2,Early Stage Venture
Series A - Numerated,https://www.crunchbase.com/funding_round/numerated-series-a--dcb289f1,Numerated,https://www.crunchbase.com/organization/numerated,Series A,,,,2017-10-24,"Banking, Financial Services, Lending, Marketing Automation","Boston, Massachusetts, United States, North America",$1M to $10M,4,Early Stage Venture
Series C - Lumicell,https://www.crunchbase.com/funding_round/lumicell-series-c--74dd8d2f,Lumicell,https://www.crunchbase.com/organization/lumicell,Series C,28700000,USD,28700000,2017-10-24,"Hardware, Health Care, Health Diagnostics, Medical","Wellesley, Massachusetts, United States, North America",,4,Late Stage Venture
Series B - Amastan Technologies,https://www.crunchbase.com/funding_round/amastan-technologies-series-b--3a9c8b2d,Amastan Technologies,https://www.crunchbase.com/organization/amastan-technologies,Series B,13850000,USD,13850000,2017-10-26,"Biotechnology, Information Technology, Market Research","North Andover, Massachusetts, United States, North America",Less than $1M,4,Early Stage Venture
Debt Financing - Amastan Technologies,https://www.crunchbase.com/funding_round/amastan-technologies-debt-financing--6ed8c010,Amastan Technologies,https://www.crunchbase.com/organization/amastan-technologies,Debt Financing,2000000,USD,2000000,2017-10-26,"Biotechnology, Information Technology, Market Research","North Andover, Massachusetts, United States, North America",Less than $1M,4,Early Stage Venture
Series A - Kymera Therapeutics,https://www.crunchbase.com/funding_round/kymera-therapeutics-series-a--9c46f8bc,Kymera Therapeutics,https://www.crunchbase.com/organization/kymera-therapeutics,Series A,30000000,USD,30000000,2017-10-30,"Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,4,Late Stage Venture
Post-IPO Equity - VBI Vaccines,https://www.crunchbase.com/funding_round/vbi-vaccines-post-ipo-equity--54e791d6,VBI Vaccines,https://www.crunchbase.com/organization/vbi-vaccines,Post-IPO Equity,71900000,USD,71900000,2017-10-31,"Biotechnology, Clinical Trials, Health Care","Cambridge, Massachusetts, United States, North America",Less than $1M,13,IPO
Post-IPO Equity - NeuroMetrix,https://www.crunchbase.com/funding_round/neurometrix-post-ipo-equity--b612996e,NeuroMetrix,https://www.crunchbase.com/organization/neurometrix,Post-IPO Equity,3500000,USD,3500000,2017-10-31,"Health Care, Medical Device, Neuroscience","Waltham, Massachusetts, United States, North America",$1M to $10M,7,IPO
Grant - VocaliD,https://www.crunchbase.com/funding_round/vocalid-grant--45d600bd,VocaliD,https://www.crunchbase.com/organization/vocalid,Grant,149500,USD,149500,2017-11-01,"Artificial Intelligence, Information Services, Information Technology","Boston, Massachusetts, United States, North America",Less than $1M,8,
Grant - Power Assist Solutions,https://www.crunchbase.com/funding_round/power-assist-solutions-grant--a7d52920,Power Assist Solutions,https://www.crunchbase.com/organization/power-assist-solutions,Grant,,,,2017-11-01,"Automotive, Health Care, Logistics","Boston, Massachusetts, United States, North America",,1,
Grant - WorkAround,https://www.crunchbase.com/funding_round/workaround-2944-grant--78cca256,WorkAround,https://www.crunchbase.com/organization/workaround-2944,Grant,10000,USD,10000,2017-11-01,"Education, Information Technology, Internet, Internet of Things, Small and Medium Businesses","Boston, Massachusetts, United States, North America",,4,Seed
Grant - Pykus Therapeutics,https://www.crunchbase.com/funding_round/pykus-therapeutics-grant--6d6c8b70,Pykus Therapeutics,https://www.crunchbase.com/organization/pykus-therapeutics,Grant,,,,2017-11-01,"Health Care, Therapeutics","Boston, Massachusetts, United States, North America",,1,
Grant - General Biotechnologies,https://www.crunchbase.com/funding_round/general-biotechnologies-grant--07509faa,General Biotechnologies,https://www.crunchbase.com/organization/general-biotechnologies,Grant,,,,2017-11-01,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",,1,
Grant - Day Zero Diagnostics,https://www.crunchbase.com/funding_round/day-zero-diagnostics-grant--04465fb0,Day Zero Diagnostics,https://www.crunchbase.com/organization/day-zero-diagnostics,Grant,,,,2017-11-01,"Health Care, Health Diagnostics, Medical Device","Allston, Massachusetts, United States, North America",,4,Early Stage Venture
Grant - The GreenLine Market,https://www.crunchbase.com/funding_round/the-greenline-market-grant--1fab9a75,The GreenLine Market,https://www.crunchbase.com/organization/the-greenline-market,Grant,,,,2017-11-01,"E-Commerce, Health Care, Internet","Cambridge, Massachusetts, United States, North America",,1,
Grant - AuCoDe,https://www.crunchbase.com/funding_round/aucode-grant--14167bce,AuCoDe,https://www.crunchbase.com/organization/aucode,Grant,,,,2017-11-01,"CRM, Information Technology, Software","Amherst, Massachusetts, United States, North America",Less than $1M,1,
Grant - Reveal Pharmaceuticals,https://www.crunchbase.com/funding_round/reveal-pharmaceuticals-grant--cf6e9849,Reveal Pharmaceuticals,https://www.crunchbase.com/organization/reveal-pharmaceuticals,Grant,,,,2017-11-01,"Health Care, Health Diagnostics","Cambridge, Massachusetts, United States, North America",,2,
